URL,TITRE,QUANTITE,PRIX,PRIX_KILOS,VALEUR ÉNERGÉTIQUE (KJ),VALEUR ÉNERGÉTIQUE (KCAL),MATIÈRES GRASSES,ACIDES GRAS SATURÉS,GLUCIDES,SUCRES,PROTÉINES,SEL,FIBRES ALIMENTAIRES,VITAMINE D,CALCIUM,VITAMINE B6,ACIDES GRAS MONO-INSATURÉS,VITAMINE B12
https://www.carrefour.fr/p/creme-dessert-chocolat-danette-3033491279775?t=R04F06,Crème dessert chocolat DANETTE ,les 4 pots de 125g,1.00,2.00,516,122,3,2,20,17.5,3.3,0.18,,,,,,
https://www.carrefour.fr/p/creme-dessert-vanille-danette-3033491279768?t=R04F06,Crème dessert vanille DANETTE ,les 4 pots de 125g,1.00,2.00,453,107,3,2.1,17.1,14.5,3,0.14,,,,,,
https://www.carrefour.fr/p/creme-dessert-pistache-danette-3033491097263?t=R04F06,Crème dessert pistache DANETTE ,les 4 pots de 125g,1.00,2.00,456,108,3,1.9,17.5,14.8,2.8,0.12,,,,,,
https://www.carrefour.fr/p/creme-dessert-speculoos-danette-3033491358197?t=R04F06,Crème dessert spéculoos DANETTE ,les 4 pots de 125g,1.00,2.00,482,114,3,2,19,15.6,2.8,0.12,,,,,,
https://www.carrefour.fr/p/fromages-frais-gouts-fruits-petits-filous-yoplait-3329770041219?t=R04F06,Fromages frais goûts fruits Petits Filous YOPLAIT ,les 24 pots de 50 g,2.65,2.21,393,93,2.4,1.6,11.9,11.4,5.3,0.13,0.1,0,0.15,,,
https://www.carrefour.fr/p/gateaux-lait-chocolat-kinder-pingui-8000500290767?t=R04F06,Gâteaux lait & chocolat KINDER PINGUI ,la boite de 8 pièces - 240 g,1.88,7.83,1858,446,28.3,18.1,41.5,34.5,5.3,0.229,,,,,,
https://www.carrefour.fr/p/yaourts-aux-fruits-mixes-veloute-3033490004651?t=R04F06,Yaourts aux fruits mixés VELOUTE ,les 16 pots de 125g,3.38,1.69,394,94,2.9,2,13.4,13,3.4,0.13,,,0.119,,,
https://www.carrefour.fr/p/yaourt-brasse-sur-lit-de-fruits-des-bois-la-ferme-de-la-vieille-abbaye-3293630000435?t=R04F06,Yaourt brassé sur lit de fruits des bois LA FERME DE LA VIEILLE ABBAYE ,les 4 pots de 125g,2.10,4.20,431,103,3.6,2.4,11.6,11.6,3.6,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-nature-sucre-carrefour-3560070816323?t=R04F06,Yaourts nature sucré CARREFOUR ,les 16 pots de 125g,2.15,1.08,330,79,3,2.1,10,10,2.9,0.08,,,,,,
https://www.carrefour.fr/p/yaourts-saveur-coco-perle-de-lait-3329770065017?t=R04F06,Yaourts saveur coco PERLE DE LAIT ,les 4 pots de 125g,1.48,2.96,541,130,8.4,5.8,9.8,8.4,2.8,0.11,0.1,,,,,
https://www.carrefour.fr/p/yaourts-saveur-coco-perle-de-lait-3329770065369?t=R04F06,Yaourts saveur coco PERLE DE LAIT ,les 8 pots de 125g,2.82,2.82,541,130,8.4,5.8,9.8,8.4,2.8,0.11,0.1,,,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-carrefour-classic-3270190023135?t=R04F06,Crèmes dessert chocolat CARREFOUR CLASSIC' ,les 4 pots de 125g,0.82,1.64,515,122,3,1.9,20,17,3.3,0.2,1,,,,,
https://www.carrefour.fr/p/desserts-mousse-chocolat-viennois-3023290200711?t=R04F06,Desserts mousse chocolat VIENNOIS ,les 4 pots de 90g,1.00,2.78,792,190,10.8,7.2,19.3,17.4,3.7,0.14,,,,,,
https://www.carrefour.fr/p/petit-suisse-gervais-3033491451652?t=R04F06,Petit Suisse  GERVAIS ,les 12 pots de 60 g,1.84,2.56,586,143,9.5,6.7,4.5,4.5,9.3,0.08,,,,,,
https://www.carrefour.fr/p/yaourts-natures-carrefour-3270190021438?t=R04F06,Yaourts natures CARREFOUR ,les 16 pots de yaourts de 125g,1.68,0.84,258,62,3.4,2.1,4.1,4.1,3.7,0.1,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-danone-3033490691905?t=R04F06,Fromage blanc nature DANONE ,les 8 pots de 125 g,2.59,2.59,489,118,10,7,3.9,3.9,3.1,0.11,,,,,,
https://www.carrefour.fr/p/fromage-blanc-aux-fruits-danonino-danone-3033491225277?t=R04F06,Fromage blanc aux fruits/Danonino DANONE ,les 24 pots de 50g,3.24,2.70,433,103,2.9,2,12.7,12.1,6.4,0.08,,0,0.198,,,
https://www.carrefour.fr/p/fromage-blanc-nature-jockey-3033490506629?t=R04F06,Fromage blanc nature JOCKEY ,le pot de 1 kg,1.83,1.83,303,72,3,2.1,4.4,4.4,6.9,0.11,,0,0.13,,,
https://www.carrefour.fr/p/yaourts-fruits-mixes-carrefour-3245412897993?t=R04F06,Yaourts fruits mixés CARREFOUR ,les 16 pots de 125g,2.56,1.28,395,94,2.9,1.9,14,13,3.3,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-nature-carrefour-3560071085605?t=R04F06,Yaourts nature CARREFOUR ,les 12 pots de 125g,2.66,1.77,472,114,10,6.5,2.8,2.8,3.2,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-citron-perle-de-lait-3329770065291?t=R04F06,Yaourts citron PERLE DE LAIT ,les 4 pots de 125g,1.55,3.10,533,128,7.1,4.8,12.5,10.9,2.6,0.1,0.1,,,,,
https://www.carrefour.fr/p/yaourts-aux-fruits-fruix-veloute-3033490004675?t=R04F06,Yaourts aux fruits Fruix VELOUTE ,les 12 pots de 125g,2.85,1.90,394,94,2.9,2,13.4,13,3.4,0.13,,,0.119,,,
https://www.carrefour.fr/p/creme-dessert-chocolat-noire-danette-3033491279744?t=R04F06,Crème dessert chocolat noire DANETTE ,les 4 pots de 125g,1.00,2.00,535,127,3.7,2.4,19,16.5,3.7,0.19,,,,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-danette-3033491279706?t=R04F06,Crèmes dessert chocolat DANETTE ,les 8 pots de 125 g,2.39,2.39,513,122,3,2,19.9,17.5,3.3,0.15,,,,,,
https://www.carrefour.fr/p/desserts-mousse-a-la-creme-de-marrons-maronsui-s-3023290009178?t=R04F06,Desserts mousse à la crème de marrons MARONSUI'S ,"les 8 pots de 58,8 g",2.64,4.80,1080,258,11,7.3,37.4,29.6,1.9,0.03,,,,,,
https://www.carrefour.fr/p/desserts-le-viennois-chocolat-nestle-3023290101292?t=R04F06,Desserts Le Viennois chocolat NESTLE ,le pack de 400 g,1.00,2.50,679,162,8.5,5.6,18.2,15.7,3.1,0.12,,,,,,
https://www.carrefour.fr/p/yaourts-nature-danone-3033490004521?t=R04F06,Yaourts nature DANONE ,les 4 pots de 125g,0.73,1.46,195,46,1,0.6,5.3,5.3,4,0.15,,,0.142,,,
https://www.carrefour.fr/p/yaourts-a-boire-fraise-mini-yop-3329770048706?t=R04F06,Yaourts à boire fraise MINI YOP ,les 8 bouteilles de 100 g,2.18,2.73,277,65,0.8,0.5,10.6,10.5,3,0.12,,0,0.12,,,
https://www.carrefour.fr/p/cremes-dessert-bio-chocolat-les-2-vaches-3661344288690?t=R04F06,Crèmes dessert bio chocolat LES 2 VACHES ,les 4 pots de 95 g,1.85,4.87,532,150,5,3.5,21.5,18.3,4.3,0.3,,,,,,
https://www.carrefour.fr/p/petits-suisses-aux-fruits-panache-danonino-3033491524790?t=R04F06,Petits suisses aux fruits panaché DANONINO ,les 24 pots de 50g,3.00,2.50,433,103,2.9,2,12.7,12.1,6.4,0.08,,0,0.198,,,
https://www.carrefour.fr/p/yaourt-a-boire-vanille-carrefour-3560071015428?t=R04F06,Yaourt à boire vanille CARREFOUR ,la bouteille de 850g,1.28,1.51,296,70,1.3,0.8,12,12,2.7,0.1,,,120,,,
https://www.carrefour.fr/p/yaourts-au-citron-activia-3033491350795?t=R04F06,Yaourts au citron ACTIVIA ,les 4 pots de 125g,1.34,2.68,390,93,3.1,2,12.6,12.6,3.6,0.13,,,0.129,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-vanille-danette-3033491433306?t=R04F06,Crèmes dessert chocolat vanille DANETTE ,les 16 pots de 115 g,3.99,2.17,516,122,3,2,20,17.5,3.3,0.18,,,,,,
https://www.carrefour.fr/p/desserts-mousse-liegeoise-chocolat-carrefour-3560070886807?t=R04F06,Desserts mousse liégeoise chocolat CARREFOUR ,les 8 pots de 80g,1.69,2.64,777,186,9.7,6.4,20,19,3.9,0.15,1.5,,,,,
https://www.carrefour.fr/p/desserts-au-chocolat-nesquik-3023290007310?t=R04F06,Desserts au chocolat NESQUIK ,les 6 pots de 60 g,1.30,3.61,781,186,7.2,4.7,25.5,20.4,4.4,0.54,,0,0.2,,,
https://www.carrefour.fr/p/desserts-vanille-caramel-nestle-3023290207949?t=R04F06,Desserts vanille caramel NESTLE ,les 4 pots de 100 g,1.00,2.50,641,153,5.7,3.8,21.3,17.7,3,0.17,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-3-mg-carrefour-3560070778065?t=R04F06,Fromage blanc nature 3% MG CARREFOUR ,les 8 pots de 100g,1.54,1.92,295,70,3,1.9,3.3,3.3,7.5,0.1,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-mousse-fouettee-gervita-3033490691899?t=R04F06,Fromage blanc nature/mousse fouettée GERVITA ,les 8 pots de 100 g,2.68,3.35,558,134,10.2,7.1,3.7,3.7,6.9,0.09,,,,,,
https://www.carrefour.fr/p/petit-suisse-10-4-mg-carrefour-3560070778096?t=R04F06,"Petit Suisse 10,4% MG CARREFOUR ",les 12 pots de 60g,1.45,2.01,585,141,10,6.9,3.5,3.5,8.3,0,,,,,,
https://www.carrefour.fr/p/flans-vanille-caramel-flanby-3023290021064?t=R04F06,Flans vanille caramel FLANBY ,les 6 pots de 100 g,1.19,1.98,437,103,0.8,0.5,20.8,17,3.1,0.13,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-0-mg-carrefour-3270190020936?t=R04F06,Fromage blanc nature 0% MG CARREFOUR ,le pot d'1Kg,1.43,1.43,202,48,0,0,4.4,4.3,7.5,0.1,,,,,,
https://www.carrefour.fr/p/liegeois-chocolat-viennois-nestle-3023290021156?t=R04F06,Liégeois chocolat viennois Nestle ,les 4 pots de 100 g,1.10,2.75,650,155,8,5.2,17.3,15.5,3.1,0.09,0.9,,,,,
https://www.carrefour.fr/p/yaourts-a-la-grecque-nature-carrefour-3245412511561?t=R04F06,Yaourts à la grecque nature CARREFOUR ,les 4 pots de 150g,1.13,1.88,443,107,8.5,6,4.4,4,3.2,0.09,,,,,,
https://www.carrefour.fr/p/yaourts-nature-danone-3033490004545?t=R04F06,Yaourts nature DANONE ,les 16 pots de 125g,2.47,1.24,195,46,1,0.6,5.3,5.3,4,0.15,,,0.142,,,
https://www.carrefour.fr/p/yaourts-a-boire-fraise-vanille-framboise-p-tit-yop-3329770057005?t=R04F06,Yaourts à boire fraise vanille framboise P'TIT YOP ,les 6 bouteilles de 180 g,2.19,2.03,278,66,0.8,0.5,10.6,10.5,3,0.12,,0,0.12,,,
https://www.carrefour.fr/p/yaourts-bio-vanille-de-madagascar-les-2-vaches-3661344070769?t=R04F06,Yaourts bio vanille de Madagascar LES 2 VACHES ,les 4 pots de 115 g,1.59,3.46,397,94,3,2.1,13.2,13.2,3.6,0.13,,,,,,
https://www.carrefour.fr/p/cremes-dessert-pop-vanille-danette-3033491012006?t=R04F06,Crèmes dessert POP vanille DANETTE ,les 4 pots de 117 g,1.94,4.15,559,133,4.2,2.8,20.3,16.3,3.3,0.2,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-3-mg-carrefour-3270190021087?t=R04F06,Fromage blanc nature 3% MG CARREFOUR ,le pot d'1Kg,1.52,1.52,298,71,3,1.9,4.5,4.4,6.5,0.13,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-0-mg-carrefour-3270190023524?t=R04F06,Fromage blanc nature 0% MG CARREFOUR ,les 8 pots de 100g,1.46,1.82,204,48,0,0,4.5,4,7.5,0.09,,,,,,
https://www.carrefour.fr/p/fromage-blanc-stracciatella-jockey-3033490613983?t=R04F06,Fromage blanc Stracciatella JOCKEY ,les 4 pots de 120 g,1.74,3.62,648,155,6.9,4.7,18.1,17.6,4.9,0.07,,,,,,
https://www.carrefour.fr/p/riz-au-lait-vanille-la-laitiere-3023290036686?t=R04F06,Riz au lait vanille LA LAITIERE ,les 4 pots de 115 g,1.45,3.15,607,144,3.3,2.2,25.6,15.8,2.8,0.19,,,,,,
https://www.carrefour.fr/p/yaourts-a-la-vanille-carrefour-3270190021445?t=R04F06,Yaourts à la vanille CARREFOUR ,les 8 pots de 125 g,1.91,1.91,380,90,3,1.9,13,13,2.9,0.11,,,,,,
https://www.carrefour.fr/p/yaourts-saveur-vanille-activia-3033491350689?t=R04F06,Yaourts saveur vanille ACTIVIA ,les 12 pots de 125 g,3.24,2.16,390,93,3.1,2,12.6,12.6,3.6,0.13,,,0.129,,,
https://www.carrefour.fr/p/yaourts-nature-lait-entier-fjord-3033491150265?t=R04F06,Yaourts nature lait entier FJORD ,les 8 pots de 125g,2.57,2.57,489,118,10,7,3.9,3.9,3.1,0.11,,,,,,
https://www.carrefour.fr/p/creme-dessert-expresso-danette-3033491279652?t=R04F06,Crème dessert expresso DANETTE ,les 4 pots de 125g,1.00,2.00,501,119,2.7,1.7,20.2,17.4,3.4,0.12,,,,,,
https://www.carrefour.fr/p/cremes-dessert-saveur-vanille-danette-3033491279720?t=R04F06,Crèmes dessert saveur vanille DANETTE ,les 4 pots de 125 g,1.29,2.58,453,107,3,2.1,17.1,14.5,3,0.14,,,,,,
https://www.carrefour.fr/p/dessert-liegeois-chocolat-carrefour-3560070698202?t=R04F06,Dessert Liégeois chocolat CARREFOUR ,les 12 pots de 100g,2.56,2.13,566,135,5.5,3.6,18,16,3,0.13,,,,,,
https://www.carrefour.fr/p/riz-au-lait-au-caramel-les-desserts-de-jo-3770003038122?t=R04F06,Riz au lait au caramel LES DESSERTS DE JO ,les 2 pots de 110g,1.60,7.27,596,141,4.2,2.4,21.9,17.5,3.9,0.01,,,,,,
https://www.carrefour.fr/p/yaourts-a-boire-bio-fraise-peche-les-2-vaches-3661344011175?t=R04F06,Yaourts à boire bio fraise/pêche LES 2 VACHES ,les 6 pots de 100 g,3.02,5.03,320,76,1.6,1.1,12.4,12.4,2.7,0.12,,,,,,
https://www.carrefour.fr/p/yaourts-gout-vanille-smarties-3023290400326?t=R04F06,Yaourts goût vanille SMARTIES ,les 4 pots de 120 g,1.75,3.65,569,135,5.3,3.2,17.8,15,4.1,0.25,,,,,,
https://www.carrefour.fr/p/yaourts-brasses-nature-veloute-3033490004590?t=R04F06,Yaourts brassés nature VELOUTE ,les 8 pots de 125g,1.88,1.88,300,72,3.5,2.4,5.7,5.7,4.3,0.16,,,0.151,,,
https://www.carrefour.fr/p/yaourts-a-boire-nature-actimel-3033491213205?t=R04F06,Yaourts à boire nature ACTIMEL ,les 12 bouteilles de 100g,3.72,3.10,299,71,1.6,1.1,10.5,10.5,2.8,0.1,,0,0.12,0.21,,
https://www.carrefour.fr/p/creme-dessert-coco-danette-3033491428715?t=R04F06,Crème dessert coco DANETTE ,les 4 pots de 125g,1.00,2.00,453,107,3,2,17.1,14.4,3,0.12,,,0.113,,,
https://www.carrefour.fr/p/creme-dessert-chocolat-noir-la-laitiere-3023290165386?t=R04F06,Crème dessert chocolat noir LA LAITIERE ,le pack de 400 g,1.59,3.98,751,181,9.2,5.7,17.9,16.5,4.9,0.19,,,,,,
https://www.carrefour.fr/p/cremes-dessert-saveur-pistache-la-laitiere-3023290165409?t=R04F06,Crèmes dessert saveur pistache LA LAITIERE ,les 4 pots de 100 g,1.59,3.98,805,193,10.8,6.5,19.1,16.2,4.6,0.14,,,,,,
https://www.carrefour.fr/p/cremes-dessert-vanille-la-laitiere-3023290112267?t=R04F06,Crèmes dessert vanille LA LAITIERE ,les 8 pots de 100 g,2.99,3.74,771,184,10.4,6.3,18.9,16,4.6,0.15,,,,,,
https://www.carrefour.fr/p/fromage-blanc-aux-fruits-danonino-danone-3033491225260?t=R04F06,Fromage blanc aux fruits/Danonino DANONE ,les 18 pots de 50g,2.83,3.14,433,103,2.9,2,12.7,12.1,6.4,0.08,,0,0.198,,,
https://www.carrefour.fr/p/fromage-blanc-saveur-vanille-0-mg-taillefine-3033490327880?t=R04F06,Fromage blanc saveur vanille 0% MG TAILLEFINE ,les 4 pots de 120 g,1.43,2.98,234,55,0.1,0.06,6.6,6.3,6.6,0.13,,0,0.12,,,
https://www.carrefour.fr/p/fromage-frais-sucre-40-mg-malo-3278691130086?t=R04F06,Fromage frais sucré 40% MG MALO ,les 8 pots de 100 g,2.60,3.20,590,140,8.4,5.9,10.8,10.8,5.4,0.08,,,,,,
https://www.carrefour.fr/p/liegeois-cafe-viennois-nestle-3023290021217?t=R04F06,Liégeois café viennois Nestle ,les 4 pots de 100 g,1.15,2.88,644,144,7.6,4.9,18.5,16.5,2.8,0.1,,,,,,
https://www.carrefour.fr/p/liegeois-chocolat-viennois-nestle-3023290639221?t=R04F06,Liégeois chocolat viennois Nestle ,les 8 pots de 90 g,2.39,3.32,792,190,10.8,7.2,19.3,17.4,3.7,0.14,,,,,,
https://www.carrefour.fr/p/yaourts-brasses-nature-carrefour-3270190023821?t=R04F06,Yaourts brassés nature CARREFOUR ,les 16 pots de 125g,2.43,1.22,300,72,3.4,2.1,6.3,4.5,4,0.11,,,,,,
https://www.carrefour.fr/p/yaourts-nature-activia-3033491139819?t=R04F06,Yaourts nature ACTIVIA ,les 16 pots de 125 g,3.94,1.97,258,62,3.4,2.2,4.4,4.4,3.4,0.12,,,0.119,,,
https://www.carrefour.fr/p/yaourts-saveur-coco-activia-3033491350863?t=R04F06,Yaourts saveur coco ACTIVIA ,les 4 pots de 125 g,1.41,2.82,390,93,3.1,2,12.6,12.6,3.6,0.13,,,0.129,,,
https://www.carrefour.fr/p/yaourts-aux-fruits-bio-danonino-3033491383762?t=R04F06,Yaourts aux fruits bio DANONINO ,les 12 pots de 50g,3.13,5.22,407,97,2.6,1.9,11.5,10.7,6.7,0.08,,,,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-carrefour-3560070836246?t=R04F06,Crèmes dessert chocolat CARREFOUR ,les 8 pots de 100g,2.60,3.25,745,178,9,5.5,19,17,4.6,0.1,,,,,,
https://www.carrefour.fr/p/cremes-dessert-au-chocolat-et-lait-danette-3033490143589?t=R04F06,Crèmes dessert au chocolat et lait DANETTE ,les 6 pots de 70 g,"0.88


  1.27",2.10,550,131,4.3,2.9,19.2,17.1,3.5,0.15,,,,,,
https://www.carrefour.fr/p/cremes-dessert-pop-chocolat-billes-magix-danette-3033491011993?t=R04F06,Crèmes dessert POP chocolat billes Magix DANETTE ,les 4 pots de 120 g,1.94,4.04,690,164,4.6,3,27,24.7,3.2,0.17,,,,,,
https://www.carrefour.fr/p/cremes-dessert-pop-chocolat-danette-3033491012020?t=R04F06,Crèmes dessert POP chocolat DANETTE ,les 4 pots de 117 g,1.94,4.15,615,146,4.2,2.7,22.9,19.2,3.6,0.23,,,,,,
https://www.carrefour.fr/p/dessert-liegeois-cafe-carrefour-3245411640903?t=R04F06,Dessert Liégeois café CARREFOUR ,les 8 pots de 100g,2.00,2.50,538,128,5.4,3.6,17,15,2.8,0.2,,,,,,
https://www.carrefour.fr/p/desserts-mousse-chocolat-lait-bonne-maman-3608580765684?t=R04F06,Desserts mousse chocolat lait BONNE MAMAN ,les 4 pots de 50 g,1.95,9.75,1266,304.2,21,12.4,20,19,8.1,0.26,1.4,,,,,
https://www.carrefour.fr/p/desserts-mousse-liegeoise-chocolat-danette-3033490595401?t=R04F06,Desserts mousse liégeoise chocolat DANETTE ,les 8 pots de 80 g,1.95,3.05,811,194,9.7,6.5,22.6,21.3,3.4,0.14,,,,,,
https://www.carrefour.fr/p/desserts-semoule-au-lait-nature-la-laitiere-3023290170458?t=R04F06,Desserts semoule au lait nature LA LAITIERE ,les 4 pots de 115 g,1.28,2.78,486,115,3.6,2.3,17.5,12.5,3.1,0.23,,,,,,
https://www.carrefour.fr/p/desserts-bio-flan-vanille-caramel-les-2-vaches-3661344795372?t=R04F06,Desserts bio flan vanille/caramel LES 2 VACHES ,les 4 pots de 100 g,1.87,4.68,475,113,2.7,1.9,18.7,17.5,3.3,0.05,,,,,,
https://www.carrefour.fr/p/fromage-blanc-20-mg-les-fayes-3597240060521?t=R04F06,Fromage blanc 20% MG LES FAYES ,le pot de 750 g,2.29,3.05,312,74,3.2,2.2,3.9,3.9,7.5,0.07,,,,,,
https://www.carrefour.fr/p/fromages-frais-aux-fruits-carrefour-3560070354597?t=R04F06,Fromages frais aux fruits CARREFOUR ,les 24 pots de 50g,2.61,2.18,376,89,2,1.3,11,10,6.7,0.09,,1.3,240,,,
https://www.carrefour.fr/p/yaourts-bio-aux-5-graines-et-miel-carrefour-bio-3560071184179?t=R04F06,Yaourts bio aux 5 graines et miel CARREFOUR BIO ,les 4 pots de 125g,1.59,3.18,398,95,3.5,1.8,12,12,3.7,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-fruits-avec-morceaux-carrefour-3270190023302?t=R04F06,Yaourts fruits avec morceaux CARREFOUR ,les 16 pots de 125g,2.74,1.37,392,93,2.7,1.8,14,14,3.2,0.01,,,,,,
https://www.carrefour.fr/p/yaourts-nature-carrefour-3560071016944?t=R04F06,Yaourts nature CARREFOUR ,les 4 pots de 125g,0.52,1.04,180,43,1.1,0.7,4.2,4.2,4,0.13,,,,,,
https://www.carrefour.fr/p/yaourts-citron-carrefour-3560070872404?t=R04F06,Yaourts citron CARREFOUR ,les 4 pots de 125 g,1.26,2.52,380,90,3,1.9,13,13,2.9,0.11,,,,,,
https://www.carrefour.fr/p/yaourts-vanille-naturelle-bonne-maman-3045320517620?t=R04F06,Yaourts vanille naturelle BONNE MAMAN ,les 8 pots de 125 g,2.51,2.51,467,111,4.9,3.2,14,13,2.8,0.1,,,,,,
https://www.carrefour.fr/p/yaourts-skyr-danone-3033491270864?t=R04F06,Yaourts SKYR DANONE ,les 2 pots de 140g,2.01,7.18,244,57,0.2,0.1,3.9,3.9,10,0.09,,,0.11,,,
https://www.carrefour.fr/p/yaourts-sucre-aromatise-danonino-rigolo-3033491276606?t=R04F06,Yaourts sucré aromatisé DANONINO RIGOLO ,les 12 pots de 125g,2.50,1.67,292,69,1,0.6,11.4,11.4,3.6,0.13,,0,0.127,,,
https://www.carrefour.fr/p/yaourts-vanille-la-laitiere-3023290021286?t=R04F06,Yaourts vanille LA LAITIERE ,les 8 pots de 125 g,2.52,2.52,408,97,3,2,13.6,13.5,3.1,0.12,,,,,,
https://www.carrefour.fr/p/yaourts-sucres-sucre-de-canne-malo-3278692262151?t=R04F06,Yaourts sucrés/sucre de canne MALO ,les 16 pots de 125 g,2.80,1.40,390,95,3,1.3,12.6,12.2,3.8,0.12,,,,,,
https://www.carrefour.fr/p/yaourts-caille-vanille-pascal-3280247004000?t=R04F06,Yaourts caillé vanille PASCAL ,les 4 pots de 125 g,3.60,7.20,450,107,4.9,3.7,10.7,9.1,5.1,0.15,,,,,,
https://www.carrefour.fr/p/yaourts-saveur-vanille-perle-de-lait-3329770065963?t=R04F06,Yaourts saveur vanille PERLE DE LAIT ,les 8 pots de 125 g,2.85,2.85,547,131,7.1,4.8,13.4,11.7,2.5,0.1,0.1,,,,,
https://www.carrefour.fr/p/yaourts-a-boire-framboise-yop-3329770061170?t=R04F06,Yaourts à boire framboise YOP ,le pack de 6 bouteilles de 180g,"1.38


  1.98",1.28,279,66,0.8,0.5,10.7,10.5,3,0.12,,0,0.12,,,
https://www.carrefour.fr/p/yaourts-nature-sucre-yoplait-3329770052024?t=R04F06,Yaourts nature sucré YOPLAIT ,les 16 pots de 125 g,2.63,1.32,369,88,3.2,2.1,10.8,10.8,3,0.12,0.1,0,,,,
https://www.carrefour.fr/p/yaourts-fruits-mixes-petits-filous-yoplait-3329770058897?t=R04F06,Yaourts fruits mixés Petits Filous YOPLAIT ,les 12 pots de 50 g,1.99,3.32,370,88,2.4,1.6,10.4,9.9,5.3,0.12,0.1,0,0.15,,,
https://www.carrefour.fr/p/yaourts-a-boire-fraise-banane-peche-abricot-carrefour-kids-3560070726653?t=R04F06,Yaourts à boire fraise/banane & pêche/abricot CARREFOUR KIDS ,les 8 bouteilles de 100g,2.27,2.84,284,67,1.3,0.9,11,11,2.8,0.12,,,,,,
https://www.carrefour.fr/p/cremes-dessert-choco-lait-carrefour-kids-3560070886838?t=R04F06,Crèmes dessert choco lait CARREFOUR KIDS ,les 6 pots de 70g,1.08,2.57,454,108,2.9,1.9,18,15,2.8,0.14,,,,,,
https://www.carrefour.fr/p/cremes-dessert-saveur-vanille-carrefour-classic-3270190023128?t=R04F06,Crèmes dessert saveur vanille CARREFOUR CLASSIC' ,les 4 pots de 125g,0.89,1.78,431,102,3,2,16,13,2.6,0.23,0,,,,,
https://www.carrefour.fr/p/cremes-dessert-3-chocolats-danette-3033491432774?t=R04F06,Crèmes dessert 3 chocolats DANETTE ,les 12 pots de 115 g,3.05,2.21,562,134,4.3,2.9,20.4,18.2,3.5,0.18,,,0.119,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-caramel-vanille-danette-3033491377006?t=R04F06,Crèmes dessert chocolat/caramel/vanille DANETTE ,les 12 pots de 115 g,3.05,2.21,516,122,3,2,20,17.5,3.3,0.18,,,,,,
https://www.carrefour.fr/p/cremes-dessert-chocolat-la-laitiere-3023290112243?t=R04F06,Crèmes dessert chocolat LA LAITIERE ,les 8 pots de 100 g,2.99,3.74,745,178,9,5.6,18.6,18,4.6,0.16,,,,,,
https://www.carrefour.fr/p/desserts-creme-aux-oeufs-saveur-vanille-carrefour-3245413843937?t=R04F06,Desserts crème aux œufs saveur vanille CARREFOUR ,les 4 pots de 100g,1.32,3.30,675,161,7.9,4.6,18,16,4.5,0.16,,,,,,
https://www.carrefour.fr/p/desserts-ile-flottante-carrefour-3270190204367?t=R04F06,Desserts île flottante CARREFOUR ,les 4 pots de 100g,1.86,4.65,532,126,2.1,1.1,22,20,4.7,0.16,,,,,,
https://www.carrefour.fr/p/desserts-flan-caramel-carrefour-3560070354405?t=R04F06,Desserts flan caramel CARREFOUR ,les 12 pots de 100 g,1.47,1.22,418,99,0.9,0.6,20,18,2.6,0.1,,,,,,
https://www.carrefour.fr/p/desserts-mousse-chocolat-au-lait-carrefour-3560071225025?t=R04F06,Desserts mousse chocolat au lait CARREFOUR ,les 8 pots de 60g,1.99,4.15,732,174,7,4.4,22,22,5.1,0.14,1.5,,,,,
https://www.carrefour.fr/p/desserts-mousse-chocolat-noir-bonne-maman-3608580765653?t=R04F06,Desserts mousse chocolat noir BONNE MAMAN ,les 4 pots de 50 g,1.95,9.75,1379,332,26,15,15,13,7.9,0.13,,,,,,
https://www.carrefour.fr/p/desserts-gourmand-chocolat-mamie-nova-3456774781602?t=R04F06,Desserts Gourmand chocolat MAMIE NOVA ,les 2 pots de 150 g,1.02,3.40,644,154,8.2,5.3,16,15,3.5,0.12,1.1,,,,,
https://www.carrefour.fr/p/flans-vanille-caramel-flanby-3023290021095?t=R04F06,Flans vanille caramel FLANBY ,les 12 pots de 100 g,1.95,1.62,437,103,0.8,0.5,20.8,17,3.1,0.13,,,,,,
https://www.carrefour.fr/p/fromage-blanc-nature-0-mg-calin-3329770062252?t=R04F06,Fromage blanc nature 0% MG CALIN ,les 8 pots de 100 g,1.94,2.42,260,61,0.1,0.1,7.7,7.7,6.4,0.13,0.1,0,0.24,,,
